"track.id","track.name","track.artist","track.popularity","track.album.id","track.album.name","track.album.release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"6UelLqGlWMcVH1E5c4H7lY","Watermelon Sugar","Harry Styles",90,"7xV2TzoaVc0ycW7fwBwAml","Fine Line","2019-12-13","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
"1Slwb6dOYkBlWal1PGtnNg","Thinking out Loud","Ed Sheeran",67,"6NoBzYmh5gUusGPCfg0pct","x (Wembley Edition)","2013","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560
"4vOoQh9MhS9pyrbvc8LyMz","Can't Tame Her","Zara Larsson",83,"7ytOBcbbFsYDHojnMP5Gs7","Can't Tame Her","2023-01-26","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.584,0.915,6,-3.199,0,0.11,0.00686,0.000155,0.098,0.57,181.882,196940
"4jbmgIyjGoXjY01XxatOx6","Dark Horse","Katy Perry",81,"3jB9yFDwRe3KhtGnHXJntk","PRISM","2013-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672
"09CtPGIpYB4BrO8qb1RGsF","Sorry","Justin Bieber",83,"6Fr2rQkZ383FcMqFyT7yPr","Purpose (Deluxe)","2015-11-13","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787
"3PfIrDoz19wz7qK7tYeu62","Don't Start Now","Dua Lipa",83,"7fJJK56U9fHixgO0HQkhtI","Future Nostalgia","2020-03-27","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290
"2hrUO4drrO63i7FYbCLBl2","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",74,"1MvF4ulZKH7SaDQs9rE5nc","What Is Love? (Deluxe Edition)","2018-11-30","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,251173
"27SdWb2rFzO6GWiYDBTD9j","Cheap Thrills","Sia",80,"77jAfTh3KH9K2reMOmTgOh","This Is Acting","2016-01-29","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667
"2tpWsVSb9UEmDRxAl1zhX1","Counting Stars","OneRepublic",86,"20lOt6G8MHv8ZO7ViOmiP7","Native","2013-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,257267
"3QGsuHI8jO1Rx4JWLUh9jd","Treat You Better","Shawn Mendes",87,"1ne2D0NxoGyZd31gAM4HNd","Illuminate","2017-04-20","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973
"5cF0dROlMOK5uNZtivgu50","Attention","Charlie Puth",85,"0mZIUXje90JtHxPNzWsJNR","Voicenotes","2018-05-11","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787
"7qvxFz3JodM0A7xEM7k3YD","Chained To The Rhythm","Katy Perry",71,"0UlbGi4oAth8s6rwaGSU8Z","Witness (Deluxe)","2017-06-09","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.562,0.8,0,-5.404,1,0.112,0.0814,0,0.199,0.471,95.029,237733
"2y4lAQpi5VTNLu2ldeTdUH","We Can't Stop","Miley Cyrus",81,"3RDqXDc1bAETps54MSSOW0","Bangerz (Deluxe Version)","2013-10-04","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240
"7BKLCZ1jbUBVqRi2FVlTVw","Closer","The Chainsmokers",86,"0rSLgV8p5FzfnqlEk4GzxE","Closer","2016-07-29","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
"3e9HZxeyfWwjeyPAMmWSSQ","thank u, next","Ariana Grande",83,"2fYhqwDWXjbpjaIJPEfKFw","thank u, next","2019-02-08","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320
"6cpk00i5TxCqSeqNi2HuIe","One More Night","Maroon 5",78,"6ijGiBcBfUwkoyHn5VUHU2","Overexposed Track By Track","2012-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.716,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,219547
"0SiywuOBRcynK0uKGWdCnn","Bad Romance","Lady Gaga",84,"6rePArBMb5nLWEaY9aQqL4","The Fame Monster (Deluxe Edition)","2009-11-05","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573
"4VrWlk8IQxevMvERoX08iC","Chandelier","Sia",82,"3xFSl9lIRaYXIYkIn3OIl9","1000 Forms Of Fear","2014-07-04","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120
"3zkWCteF82vJwv0hRLba76","Stitches","Shawn Mendes",82,"0CnQ0JQajNswRjPkNYVG8m","Handwritten","2015-04-14","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,206880
"2vwlzO0Qp8kfEtzTsCXfyE","Wrecking Ball","Miley Cyrus",82,"3RDqXDc1bAETps54MSSOW0","Bangerz (Deluxe Version)","2013-10-04","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360
"72gv4zhNvRVdQA0eOenCal","Symphony (feat. Zara Larsson)","Clean Bandit",78,"1MvF4ulZKH7SaDQs9rE5nc","What Is Love? (Deluxe Edition)","2018-11-30","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733
"1XGmzt0PVuFgQYYnV2It7A","Payphone","Maroon 5",85,"6ijGiBcBfUwkoyHn5VUHU2","Overexposed Track By Track","2012-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173
"1mKXFLRA179hdOWQBwUk9e","Just Give Me a Reason (feat. Nate Ruess)","P!nk",83,"2Q9oTK48eb85waX1fFJsvj","The Truth About Love","2012-09-18","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733
"2qT1uLXPVPzGgFOx4jtEuo","no tears left to cry","Ariana Grande",79,"3tx8gQqWbGwqIGZHqDNrGe","Sweetener","2018-08-17","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920
"1diS6nkxMQc3wwC4G1j0bh","We're Good","Dua Lipa",76,"0JeyP8r2hBxYIoxXv11XiX","Future Nostalgia (The Moonlight Edition)","2021-02-11","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,165507
"0HPD5WQqrq7wPWR7P7Dw1i","TiK ToK","Kesha",84,"6fpLLJsDSSAlToEDW2jv4F","Animal (Expanded Edition)","2010-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693
"7oGZAicScQt96OAW4AruYy","Want to Want Me","Jason Derulo",77,"59eUYETmE1zi31ESb3SUkI","Everything Is 4","2015-05-29","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719
"0yvPEnB032fojLfVluFjUv","Sorry Not Sorry","Demi Lovato",77,"5Mu891tmjTbt64meovPSuf","Tell Me You Love Me","2017-09-29","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.706,0.643,11,-6.929,0,0.234,0.0242,0,0.262,0.885,143.931,203760
"3OtMnyUaiipcAT23A8liyi","Swish Swish","Katy Perry",67,"0UlbGi4oAth8s6rwaGSU8Z","Witness (Deluxe)","2017-06-09","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.838,0.705,5,-5.201,0,0.0449,0.0184,1.82e-05,0.102,0.583,119.953,242520
"1z9kQ14XBSN0r2v6fx4IdG","Diamonds","Rihanna",75,"0T23GvNaBUGtMKxZko8LQG","Unapologetic (Edited Version)","2012-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225147
"5NQJnRpJHRaupdegphntQT","Jealous - Remix","Nick Jonas",69,"4G4Azv5cwPBv3vCA0mD6ei","Nick Jonas X2","2015-11-20","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.684,0.71,11,-3.614,0,0.0779,0.0132,0,0.444,0.451,93.007,222187
"76cy1WJvNGJTj78UqeA5zr","IDGAF","Dua Lipa",81,"01sfgrNbnnPUEyz6GZYlt9","Dua Lipa (Deluxe)","2017-06-02","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947
"0AS63m1wHv9n4VVRizK6Hc","Mercy","Shawn Mendes",82,"3wBabo4pmzsYjALMSKY7Iq","Illuminate (Deluxe)","2017-04-20","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,208733
"35mvY5S1H3J2QZyna3TFe0","positions","Ariana Grande",84,"3euz4vS7ezKGnNSwgyvKcd","Positions","2020-10-30","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325
"1u8c2t2Cy7UBoG4ArRcF5g","Blank Space","Taylor Swift",88,"1yGbNOtRIgdIiGHOEBaZWf","1989 (Deluxe)","2014-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827
"5Gu0PDLN4YJeW75PpBSg9p","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",78,"3ggBBGRhkDVAu7pQRXRPXO","Let Me Go (with Alesso, Florida Georgia Line & watt)","2017-09-08","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,174800
"2iuZJX9X9P0GKaE93xcPjk","Sugar","Maroon 5",83,"2Auw0pTT6EcQdvHNimhLQI","V","2014-09-02","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493
"5jzKL4BDMClWqRguW5qZvh","Teenage Dream","Katy Perry",75,"2eQMC9nJE3f3hCNKlYYHL1","Teenage Dream","2010-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741
"22VdIZQfgXJea34mQxlt81","Can't Feel My Face","The Weeknd",84,"0P3oVJBFOv3TDXlYRhGL7s","Beauty Behind The Madness","2015-08-28","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520
"6T689Jvh5KrSXyaPtUWZtQ","Criminal","Britney Spears",73,"0oFBaXLFsUVa2gEmJf4FcJ","Femme Fatale (Deluxe Version)","2011-03-28","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,225080
"0tBbt8CrmxbjRP0pueQkyU","Wolves","Selena Gomez",81,"5gQZvWM1o8NkQndueJtZcP","Wolves","2017-10-25","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993
"3NuK5xMlSlB6K2Qp16zf3h","Solo (feat. Demi Lovato)","Clean Bandit",68,"1MvF4ulZKH7SaDQs9rE5nc","What Is Love? (Deluxe Edition)","2018-11-30","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707
"2QZ7WLBE8h2y1Y5Fb8RYbH","In My Blood","Shawn Mendes",75,"2VP96XdMOKTXefI8Nui23s","Shawn Mendes","2018-05-25","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211360
"2hHLbkatPwOOmrNxTiD41L","I Really Like You","Carly Rae Jepsen",72,"2oj3FG6fos7zAQJxLQGzou","Emotion (Deluxe Expanded Edition)","2015","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,204764
"4i2qxFEVVUi8yOYoxB8TCX","Midnight Sky","Miley Cyrus",79,"5BRhg6NSEZOj0BR6Iz56fR","Plastic Hearts","2020-11-27","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,223280
"4nVBt6MZDDP6tRVdQTgxJg","Story of My Life","One Direction",85,"7p1fX8aUySrBdx4WSYspOu","Midnight Memories (Deluxe)","2013-11-25","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493
"4rHmKlFRiFzabiVO6e9w2e","Bon Appétit","Katy Perry",67,"0UlbGi4oAth8s6rwaGSU8Z","Witness (Deluxe)","2017-06-09","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.8,0.795,6,-5.835,1,0.0626,0.131,9.02e-05,0.221,0.528,106.031,227813
"7a53HqqArd4b9NF4XAmlbI","Kings & Queens","Ava Max",82,"26c7MmQ4w8EAvVLb4jilaM","Heaven & Hell","2020-09-18","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,162399
"2GyA33q5rti5IxkMQemRDH","I Know What You Did Last Summer","Shawn Mendes",74,"6sUOosXuYt0oUeczJRbedZ","Handwritten","2015-04-14","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,223853
"20I6sIOMTCkB6w7ryavxtO","Call Me Maybe","Carly Rae Jepsen",83,"6SSSF9Y6MiPdQoxqBptrR2","Kiss","2012-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400
"2meEiZKWkiN28gITzFwQo5","Into You","Ariana Grande",1,"3OZgEywV4krCZ814pTJWr7","Dangerous Woman","2016-05-20","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453
"1OXfWI3FQMdsKKC6lkvzSx","Glad You Came","The Wanted",0,"2ZmXUoLcHfK4Y7WctcYk60","Glad You Came","2011-01-01","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467
"4pSPMXaCjbaV3VSzZQYC7H","Who Knew","P!nk",0,"2tUn9E3nHXhUIJ47yv6ePD","Greatest Hits...So Far!!!","2010-11-12","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.689,0.737,9,-4.516,1,0.0268,0.00482,0,0.0777,0.47,140,207893
"0yLdNVWF3Srea0uzk55zFn","Flowers","Miley Cyrus",97,"7I0tjwFtxUwBC1vgyeMAax","Flowers","2023-01-13","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455
"6Knv6wdA0luoMUuuoYi2i1","My House","Flo Rida",78,"5lkNnHVlnCCCV304t89wOH","My House","2015-04-07","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192191
"2AZXe8nq18mPITmPy5KJwQ","Hot N Cold","Katy Perry",39,"2IKALqf7an1mDR7eGupCGr","One Of The Boys","2008-06-17","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227
"4iJyoBOLtHqaGxP12qzhQI","Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",84,"5dGWwsZ9iB2Xc3UKR0gif2","Justice","2021-03-19","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
"4E6cwWJWZw2zWf7VFbH7wf","Love Song","Sara Bareilles",75,"2Z9WUERfMjOgQ6ze9TcGbF","Little Voice","2007-07-03","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,258827
"3veFQzlEOTpcGGIbYPKdYq","Love You Like A Love Song","Selena Gomez & The Scene",0,"3acnMNG6Um5zdLJgUOAKz8","When the Sun Goes Down (Deluxe Edition)","2011-01-01","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.858,0.677,1,-3.842,0,0.0465,0.0752,0,0.0718,0.925,117.005,188067
"4LRPiXqCikLlN15c3yImP7","As It Was","Harry Styles",92,"2pqdSWeJVsXAhHFuVLzuA8","As It Was","2022-03-31","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
"6r2BECwMgEoRb5yLfp0Hca","Born This Way","Lady Gaga",71,"5maeycU97NHBgwRr2h2A4O","Born This Way (Special Edition)","2011-01-01","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253
"1Qrg8KqiBpW07V7PNxwwwL","Kill Bill","SZA",94,"1nrVofqDRs7cpWXJ49qTnP","SOS","2022-12-08","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,153947
"6mnjcTmK8TewHfyOp3fC9C","Die Young","Kesha",0,"0gT5HL6RnvHBxJ2gY7lidR","Warrior (Deluxe Version)","2012-11-30","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920
"06KyNuuMOX1ROXRhj787tj","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",84,"5Nwsra93UQYJ6xxcjcE10x","Nine Track Mind","2016-01-29","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707
"2Z8WuEywRWYTKe1NybPQEW","Ride","Twenty One Pilots",84,"3cQO7jp5S9qLBoIVtbkSM1","Blurryface","2015-05-15","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507
"7oDd86yk8itslrA9HRP2ki","Die For You - Remix","The Weeknd",93,"6Exo0MYoL3XammoTDeihFy","Die For You (Remix)","2023-02-24","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.531,0.525,1,-6.5,0,0.0671,0.232,0,0.441,0.502,66.9,232857
"7HdXRMw14roDx2a0COWk3M","This Is Why","Paramore",73,"6tG8sCK4htJOLjlWwb7gZB","This Is Why","2023-02-10","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.728,0.76,11,-6.884,0,0.0396,0.00433,0.00585,0.13,0.674,123.045,206701
"4pLwZjInHj3SimIyN9SnOz","Side To Side","Ariana Grande",0,"4lVR2fg3DAUQpGVJ6DciHW","Dangerous Woman","2016-05-20","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,226160
"4h4QlmocP3IuwYEj2j14p8","Sunroof","Nicky Youre",88,"0VaHnwzDug4AcDkejYDUl5","Sunroof","2021-12-03","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,163026
"1V6gIisPpYqgFeWbMLI0bA","Heart Attack","Demi Lovato",80,"6Kssm2LosQ0WyLukFZkEG5","Demi","2013-01-01","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840
"7FbrGaHYVDmfr7KoLIZnQ7","Cupid - Twin Ver.","FIFTY FIFTY",98,"5letLUZIFsQikJYShfGNs4","The Beginning: Cupid","2023-02-24","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253
"1DSJNBNhGZCigg9ll5VeZv","(You Drive Me) Crazy","Britney Spears",68,"3WNxdumkSMGMJRhEgK80qx","...Baby One More Time (Digital Deluxe Version)","1999-01-12","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,198067
"6UN73IYd0hZxLi8wFPMQij","Players","Coi Leray",92,"4cAAsw7mPkGt15GXQzWlrM","Players","2022-11-30","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560
"2ACOWPLUe4A4KuQ5ioD2od","That's My Girl","Fifth Harmony",75,"0pF0oyuPNdOObniB1Ng0kW","7/27 (Deluxe)","2016-05-27","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013
"5Z2MiIZ5I3jJvvmeWMLbOQ","Escapism.","RAYE",77,"3omkMn8vbTKOebb9ABbqyb","Escapism. / The Thrill Is Gone.","2022-10-12","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373
"1vYh9x8UmFTLbXiizk9Qc5","I Believe","Jonas Brothers",66,"1Uf67JAtkVWfdydzFFqNF2","Happiness Begins","2019-06-07","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,217533
"30o4hMJ6OC9uv954GT6OZU","Believe","Mumford & Sons",0,"6FRfKmRIKU2ofAnjJa6Lgp","Wilder Mind","2015-05-04","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,220867
"5WfhXulggG0c6WoVeMPA8N","Shake It Off","Taylor Swift",0,"6w36pmMA5bxECalu5rxQAw","1989","2014-10-27","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200
"294vBlXfZYspeI29SXZaON","Wake Me Up","Avicii",9,"4c1UVOzAFB4mqGYZGadOru","Wake Me Up","2013-08-06","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693
"2ekn2ttSfGqwhhate0LSR0","New Rules","Dua Lipa",82,"01sfgrNbnnPUEyz6GZYlt9","Dua Lipa (Deluxe)","2017-06-02","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320
"4iLqG9SeJSnt0cSPICSjxv","Attention","Charlie Puth",1,"0t0NkQulrNkxw2oUZZHboA","Attention","2017-04-20","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475
"2aFiaMXmWsM3Vj72F9ksBl","Cake By The Ocean","DNCE",0,"7K89F9bgY1jks0uIlMerm3","DNCE","2016-11-18","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.774,0.764,4,-5.445,0,0.0518,0.156,0,0.0383,0.912,118.997,219147
"0PDUDa38GO8lMxLCRc4lL1","PILLOWTALK","ZAYN",79,"5amj9zNeZ3B2EdpBgXrOZ0","Mind Of Mine (Deluxe Edition)","2016-03-25","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747
"4RXpgGM7A4Hg7cFBoH5KyF","Hey Brother","Avicii",1,"1s9tU91VJt4sU5owi29GD3","True","2013-09-13","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093
"4fixebDZAVToLbUCuEloa2","Womanizer","Britney Spears",78,"2tve5DGwub1TtbX1khPX5j","Circus (Deluxe Version)","2008-12-02","Pop Hits 2000s - 2023","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400
