"","track.id","track.name","track.artist","track.popularity","track.album.id","track.album.name","track.album.release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"426","7CJGyMcvmKMUx6rCOSgbgU","Perfect Love","MikeNova",20,"7zPiztlPZjlnqwSBUpBEry","Perfect Love","2020-12-03","PoP","5FaXjpzV6zj0L0CJHyhk2r","music","pop",0.701,0.911,11,-5.785,1,0.0852,0.142,0.00724,0.0927,0.394,126.004,188571
"380","7rxajIgfOQYjNyObVo7IcP","Sunset","Chief $upreme",42,"12WPSM4oQZW9nwuqOhP5UB","Sunset","2021-07-23","PoP","5FaXjpzV6zj0L0CJHyhk2r","music","pop",0.765,0.654,10,-7.978,0,0.0581,0.00443,0,0.0479,0.644,120.015,228964
"62","5PjdY0CKGZdEuoNab3yDmX","STAY (with Justin Bieber)","The Kid LAROI",89,"4bZJWQhHKJckFLJuYdvyX2","F*CK LOVE 3: OVER YOU","2021-07-23","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
"392","2Lv14ON0B47QeGkNI3oTPg","Nice to Meet You","Fran Pitre",32,"37d1qW4DotZLiJHelxpIDo","Follow Your Dreams","2020-11-01","PoP","5FaXjpzV6zj0L0CJHyhk2r","music","pop",0.671,0.755,11,-6.209,0,0.0382,0.209,7.41e-06,0.0407,0.639,126.039,233904
"382","4Sm8JMnj6WsvvEQo1YCE1d","Broken Glass","Arlen Seaton",30,"2ylpehH7RzTzekS4qVtxoS","Broken Glass","2021-07-23","PoP","5FaXjpzV6zj0L0CJHyhk2r","music","pop",0.741,0.842,6,-6.26,1,0.0915,0.251,0.4,0.0644,0.336,99.98,190987
"264","2aibwv5hGXSgw7Yru8IYTO","Snow (Hey Oh)","Red Hot Chili Peppers",78,"7xl50xr9NDkd3i2kBbzsNZ","Stadium Arcadium","2006-05-09","Pop Hits 2000s - 2021","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667
"261","79cuOz3SPQTuFrp8WgftAu","There's Nothing Holdin' Me Back","Shawn Mendes",1,"5yYFrOnqG8cEciKnsxHz2r","Illuminate (Deluxe)","2017-04-20","Pop Hits 2000s - 2021","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440
"359","5DI7KozdOGqgx2tpJB6zV8","Walk Away","Noah Yount",24,"6cwNuupqpO4pQkq3eFltvc","The HeartStrings L.P. (A Love Thing)","2021-01-01","PoP","5FaXjpzV6zj0L0CJHyhk2r","music","pop",0.511,0.42,5,-9.157,0,0.0491,0.746,0,0.126,0.34,99.461,196177
"165","5LtrJHnBO57EoVHsLR6xR8","Palm Reader","DREAMERS",57,"0QdTN7cbQCSTyzZqLQubCI","Palm Reader","2021-03-05","Pop Hits 2021","5TDtuKDbOhrfW7C58XnriZ","music","pop",0.813,0.774,9,-3.923,0,0.0341,0.012,4.53e-06,0.0616,0.909,105.997,180667
"216","3HGnIIdHYIbkowzLk8UHbE","Wishful Drinking (with Sam Hunt)","Ingrid Andress",72,"2vb8B3MYGjfYlGch4KlEfe","Wishful Drinking (with Sam Hunt)","2021-08-02","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","music","pop",0.678,0.528,10,-7.317,1,0.0551,0.289,0,0.0734,0.614,79.018,194545
"74","0ct6r3EGTcMLPtrXHDvVjc","The Nights","Avicii",85,"0h2knr6qpiAq0tV5ri5JMF","The Days / Nights","2014-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,176658
"106","2cc8Sw1OnCuA5bV8nqWqpE","You","Regard",83,"6cWawCk4DohREQA42eEOe1","You","2021-04-16","Pop Hits 2021","5TDtuKDbOhrfW7C58XnriZ","music","pop",0.691,0.695,0,-5.6,1,0.0367,0.0592,0,0.0647,0.514,106.064,233386
"193","1mSdbey7RstGLY2udgXv74","Essence (feat. Justin Bieber & Tems)","WizKid",66,"0Rn8NAh8NnoaCOt8r8Tc3e","Essence (feat. Justin Bieber & Tems)","2021-08-13","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","music","pop",0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,263289
"420","5op6G3tzyAZRZnOJIOfnXC","Diva","Oral P",28,"1olID0fXa7eQqxMYyKweqq","Diva","2020-10-17","PoP","5FaXjpzV6zj0L0CJHyhk2r","music","pop",0.666,0.64,10,-5.819,0,0.133,0.362,0,0.0719,0.956,100.771,191356
"1401","3AZ0f6YkBQE8qUed8Is6r7","DEEP END","Grey",47,"0sm7bE4RGNVzGJo5IjCPfQ","DEEP END","2020-10-09","Pop Hits 2021","5TDtuKDbOhrfW7C58XnriZ","music","pop",0.661,0.534,1,-8.46,1,0.244,0.33,0,0.151,0.29,152.115,158923
"85","0UKUfxIkDAMZz7hMdiVX3m","Cover Me In Sunshine","P!nk",73,"061vVdNVxwouz0INdQeOkn","All I Know So Far: Setlist","2021-05-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.473,0.592,5,-6.859,1,0.138,0.0528,0,0.131,0.292,159.7,138573
"60","5CZ40GBx1sQ9agT82CLQCT","traitor","Olivia Rodrigo",94,"6s84u2TUpR3wdUv4NgKA2j","SOUR","2021-05-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","music","pop",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227
"336","6kwAbEjseqBob48jCus7Sz","Elastic Heart","Sia",70,"3xFSl9lIRaYXIYkIn3OIl9","1000 Forms Of Fear","2014-07-04","Pop Hits 2000s - 2021","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200
"288","3clsCV1f1E9u1Fge9ntulk","Alejandro","Lady Gaga",56,"7j7iPq5rokadGr1ZdJRGgE","The Fame Monster (International Deluxe)","2009-11-18","Pop Hits 2000s - 2021","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213
"337","5jzKL4BDMClWqRguW5qZvh","Teenage Dream","Katy Perry",68,"2eQMC9nJE3f3hCNKlYYHL1","Teenage Dream","2010-01-01","Pop Hits 2000s - 2021","6mtYuOxzl58vSGnEDtZ9uB","music","pop",0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741
"454","7hcYAIyiOVdmRhpGtSJRTP","Close To You (with Andy Grammer)","R3HAB",63,"18m3vqkIT2mnJwPuWfKiWl","Close To You (with Andy Grammer)","2021-04-09","Euphoria EDM","37i9dQZF1DWZ5Se2LB1C5h","music","edm",0.76,0.605,9,-8.119,1,0.0984,0.0886,2.09e-06,0.157,0.371,114.996,186261
"347","7nionv2ijjqUlg9m5iWPTc","Feel My Needs","WEISS",62,"1DhXzsPrJjFpwOKRPV2Hpu","Feel My Needs","2018-05-04","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.789,0.692,3,-5.966,0,0.0475,0.001,0.861,0.0505,0.774,121.998,208525
"36","5K6Ssv4Z3zRvxt0P6EKUAP","Heartbreak Anthem (with David Guetta & Little Mix)","Galantis",89,"6kBuGNoOGE7uiPhN82dcJ1","Heartbreak Anthem (with David Guetta & Little Mix)","2021-05-20","EDM","37i9dQZF1DX1kCIzMYtzum","music","edm",0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,183726
"541","3pvzOXVL8KSqcdY3TJUHmf","Gangsta Bounce - Radio Edit","MDPC",0,"4IZtEfshmHoWJWHOtvl2PQ","Gangsta Bounce (Radio Edit)","2016-05-27","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.666,0.918,1,-3.549,0,0.228,0.00398,0.000488,0.139,0.309,128.053,216107
"325","6tvtFyEdNpeurBkT2zNMEL","Your Love (feat. Jamie Principle)","Frankie Knuckles",52,"1OM6ULzT778hgqBI4stbFR","Four Most Cuts Presents - Frankie Knuckles vs. Mr Fingers","1987","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.698,0.871,4,-7.923,0,0.0423,0.0213,0.844,0.0751,0.179,117.562,407453
"3821","239Ch2cfQFVg9OrERoMe07","We Don't Quit It Out","CrazyDice",30,"1QHPeXk82QVbaL09O2Esah","We Don't Quit It Out","2021-07-27","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.774,0.749,6,-6.88,1,0.0485,0.00799,0.855,0.0821,0.578,127.015,195541
"51","5emTyRnoMTLc9G44RR6XIE","Bridged By A Lightwave - Radio Edit","deadmau5",55,"5GQm35tkCTK25fQmTou7Nu","Bridged By A Lightwave","2020-11-10","EDM","37i9dQZF1DX1kCIzMYtzum","music","edm",0.623,0.874,11,-6.782,0,0.0683,0.0197,0.0408,0.265,0.0512,127.976,172500
"529","2lfPecqFbH8X4lHSpTxt8l","Fade","Alan Walker",63,"5hVzpu6c6YFYRxMeqlKGSY","Fade","2014-11-19","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.791,0.652,6,-4.092,1,0.0426,0.0112,0.109,0.0804,0.494,179.998,264014
"533","6Jao8qdCB3VYG4PhPzCEIm","The Right Song","Tiësto",0,"0mlX7TTEo5LtDbNmD0ikHw","The Right Song","2016-01-22","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.514,0.907,3,-3.559,0,0.109,0.402,0.000284,0.308,0.374,125.015,205440
"490","69zxj1EFDfAouZu9JDmQld","Secrets - Radio Edit","Tiësto",62,"4p3CULd5VeCSikL0PYkoP3","Secrets (Radio Edit)","2015-04-03","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004,216967
"473","3kkTOTYoAxcRKaynA81o3O","How Deep Is This House","Fanatic Sounds",21,"7q0kk2sqMIeCpZ9gJixs5W","How Deep Is This House","2016-09-16","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.745,0.883,11,-4.027,0,0.0455,0.00635,0.166,0.0699,0.763,127.977,251298
"354","7hXocDvLnqDaFTNAEfl47T","I Used to Love You (feat. Francci Richard) - Dub Mix","Jack Wins",49,"6DOhR0rMHWZhA6Owi4yjfS","I Used To Love You (feat. Francci Richard)","2017-03-10","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.627,0.932,0,-4.164,1,0.459,0.0843,0.000357,0.297,0.154,124.919,180480
"3621","7qeV2s8wpf7YoV8LyIklmr","Paradise","Rinsch",36,"0HRXZYKhhCWi7QdE71futq","Paradise","2021-06-20","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.834,0.342,9,-18.291,0,0.0637,0.0018,0.00542,0.0339,0.661,120.005,266073
"338","5yaGDSfEvvmmLl4yJBIRa6","Careless","Dusky",34,"2bSStrgE0GamGxKIyegXxz","Careless","2013-09-30","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.77,0.895,7,-8.102,0,0.0488,0.000195,0.897,0.0455,0.68,120.986,391686
"58","5erj647SYiDcIR8Zwi6tc9","It Gets Better","Swedish House Mafia",71,"5YZCCZpKDtTTxtQrVWLGL6","It Gets Better","2021-07-15","EDM","37i9dQZF1DX1kCIzMYtzum","music","edm",0.642,0.709,0,-7.064,1,0.0421,0.00176,0.505,0.291,0.0641,118.928,184611
"98","0HB3TWTeuben6vG6UW2CMd","Deep Down","Guantanamo Bae",0,"0p6VJfK0a1ZZBh4ncOii7A","Deep Down","2021-08-17","EDM Music 2021 (Top 100)","2e3dcRuo9uDH6qD3NOGKAL","music","edm",0.628,0.911,11,-3.763,0,0.378,0.0335,0,0.372,0.326,125.887,139062
"292","2dmZy75CTSv6BFo7IbO0eK","Mr. Saxobeat","Klaas",66,"70TSV0yHReXgd8pnbnrMmz","Mr. Saxobeat","2020-02-21","EDM Samplings","37i9dQZF1DXafD1g5rer7q","music","edm",0.638,0.889,11,-5.276,0,0.127,0.0476,0.0336,0.24,0.511,127.012,151181
"316","0rHEjyuPZBvoDjzX6gwhoU","The House Music Anthem (Move Your Body) [Frankie Knuckles 12"" Mix] [Remastered]","Frankie Knuckles",45,"0LGSyWK241irqO8VWC6I4k","Greatest - Frankie Knuckles","2014-04-28","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.812,0.922,4,-4.881,0,0.0992,0.0229,7.02e-06,0.72,0.623,122.309,402588
"550","2kSijCecfo9ywjCVpaFhcr","Slam Dunk (feat. Kstylis)","Valentino Khan",41,"2AYhASMICVE22oiSrwxw2E","Slam Dunk (feat. Kstylis)","2016-07-29","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.717,0.979,9,1.258,1,0.143,0.00978,0.000156,0.0984,0.515,149.997,217600
"349","1Ei4I19L2hnsMQYAlaqQLM","Cheatin' (feat. MALIKA)","Nathan Dawe",63,"5TMEkU8Z3GWcIDI6xq5dDU","Cheatin' (feat. MALIKA)","2018-08-10","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.492,0.856,5,-3.476,1,0.0336,0.00153,0,0.495,0.391,123.913,178415
"188","0NqLRuU6dLVJcvGJRmXrHV","Need U","Mephi",42,"7AuYZj9PhctwuvtZq6vstp","Need U","2021-04-30","EDM Workout 2021 | Training Hits","0TsHgCCpifeNJg3d8z3Nfv","music","edm",0.758,0.66,0,-5.201,1,0.0459,0.00371,0.862,0.0539,0.187,125.012,245760
"535","6srThv0baveLRq4do7nRGB","Throwin' Elbows","Excision",1,"6f9YCl4C1j9JYbEpqKWr1J","Virus","2016-10-25","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.574,0.94,11,-3.038,0,0.569,0.00317,0.0431,0.113,0.362,149.988,182400
"363","6oJYMynh0wnNruWcrO9zSj","Arbor","Areo",33,"3z1yFpTMss9vnlw5qbprSB","Primo Igne","2021-07-02","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.794,0.73,2,-9.234,0,0.0463,0.472,0.9,0.379,0.785,110.019,181734
"366","1Uwrul6ZM0aV67zxk9ePLD","You Shine","dj tani",32,"5mztvyHVeKydWlzRuLnpef","You Shine","2021-07-02","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.705,0.79,7,-6.458,1,0.0636,0.00795,0.00969,0.152,0.12,122.028,185548
"150","0sfbunyd3a7IFoWwEt8dsk","Don't Leave Me Alone (feat. Anne-Marie) - Oliver Heldens Remix","David Guetta",47,"4o8Y3L9WQvk3L3u9M0gngq","Don't Leave Me Alone (feat. Anne-Marie) [Oliver Heldens Remix]","2018-08-31","EDM Music 2021 (Top 100)","2e3dcRuo9uDH6qD3NOGKAL","music","edm",0.739,0.818,11,-6.717,0,0.0612,0.0079,5.56e-05,0.359,0.155,125.965,204224
"4201","2eZa3hJ7ClZ2c9EUq4Ikwz","SexyBack","DMNDS",66,"03I1cI2DiKee3PIScic7h6","SexyBack","2020-07-10","Euphoria EDM","37i9dQZF1DWZ5Se2LB1C5h","music","edm",0.766,0.872,9,-3.853,0,0.0602,0.0566,0.0829,0.0894,0.604,125.01,152047
"1841","6XsDcfq5foNEKHDBZ88Bqx","Lose Yourself","EBEN",51,"3y2J2GiTzaeklBj9b2COzT","Lose Yourself","2021-07-30","EDM Workout 2021 | Training Hits","0TsHgCCpifeNJg3d8z3Nfv","music","edm",0.522,0.809,2,-6.522,1,0.354,0.461,0,0.14,0.67,170.952,188096
"461","46lFttIf5hnUZMGvjK0Wxo","Runaway (U & I)","Galantis",75,"4QcXq4vTVN7dFb7bZa9jG2","Pharmacy","2015-06-05","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
"307","4ta2AgTXW9HrT5lxzytP5j","Runnin'","Low Steppa",53,"0aYppgQsIs0EOph95SWDqx","Runnin'","2016-02-22","EDM HITS 2021","2c6a83zCufmxv8fkavkP06","music","edm",0.551,0.935,0,-4.101,1,0.0368,0.000653,0.00217,0.298,0.324,123.037,138537
"491","4oTLOoY9IAmOl9kwUFjyyn","Vibrations","Ephwurd",0,"5CdW0t97CwePdvxPCIKPz9","Vibrations","2016-10-31","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.744,0.975,11,-0.908,0,0.104,0.0459,0.000345,0.12,0.235,127.981,174375
"67","6S2MDC31VIH79OwGU87L0s","Remember the Summer (feat. Karra)","Ummet Ozcan",56,"6B0znwNH8mpUMNgH7uO1H3","Remember the Summer (feat. Karra)","2021-06-04","EDM","37i9dQZF1DX1kCIzMYtzum","music","edm",0.563,0.83,0,-5.984,0,0.0339,0.014,8.16e-05,0.121,0.146,128.04,170625
"4681","23esYuVQ2NzZQwGhIOxFbN","Chupacabra","Carnage",31,"7aAyZ5UMcbB7qAqXZ6eNz2","Chupacabra","2017-06-30","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.79,0.686,1,-3.636,1,0.18,0.0833,0.0429,0.211,0.156,149.958,294404
"40","273n4aGEPcL1HrcdhpGGul","Around The World (feat. NOUMENN)","KSHMR",60,"5mbOLvo8EOsUyuKStqC0aY","Around The World (feat. NOUMENN)","2021-02-19","EDM","37i9dQZF1DX1kCIzMYtzum","music","edm",0.582,0.863,5,-4.067,1,0.0356,0.0334,1.42e-05,0.371,0.333,112.073,199018
"227","5KC7ginqShi7mhDQLttQh0","Get in Trouble (So What)","Dimitri Vegas & Like Mike",64,"7GBK0goW5wG8bJUy65QDCE","Get in Trouble (So What)","2020-06-05","EDM Workout 2021 | Training Hits","0TsHgCCpifeNJg3d8z3Nfv","music","edm",0.558,0.99,1,-3.877,1,0.128,0.000206,0.376,0.0797,0.0738,138.074,161739
"187","7eoovBqaW0Ym3ChbJggX2D","Virtual Gaming - Tokyo Machine Remix","Naeleck",52,"7pCVmIEV9I4z2jZ9y3ESnF","Virtual Gaming (Tokyo Machine Remix)","2021-02-19","EDM Workout 2021 | Training Hits","0TsHgCCpifeNJg3d8z3Nfv","music","edm",0.727,0.934,9,-3.026,1,0.254,0.0132,0.597,0.0588,0.578,128.045,215625
"428","61ZM92T2zaXIVsqncThQzC","In Your Eyes (feat. Alida)","Alida",71,"7Aq8cN8Br8AHcDqC327dlV","In Your Eyes (feat. Alida)","2020-01-10","Euphoria EDM","37i9dQZF1DWZ5Se2LB1C5h","music","edm",0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,208222
"562","3KFei4ncqdevg1vZaAZgIL","I Need You To Know","Armin van Buuren",54,"0GszUkmBG6eFyU7sYSmjpt","I Need You To Know","2020-07-10","EDM Hits","37i9dQZF1DX3Kdv0IChEm9","music","edm",0.44,0.739,1,-5.341,0,0.0494,0.0221,0,0.561,0.156,127.62,180000
"439","65tQ1ZL4Q5uKsghVoj1O8o","Sorry","Alan Walker",12,"4ovjS3yvn1WNjtrUQWwlnd","Sorry","2021-01-29","Euphoria EDM","37i9dQZF1DWZ5Se2LB1C5h","music","edm",0.548,0.556,5,-7.048,0,0.0413,0.433,0.0577,0.123,0.169,87.753,165000
"4601","2cZLzOZgVEv0YXXwOmh54A","Cold Water - Afrojack Remix","Major Lazer",38,"33Td2oa2lLAeblqViPpEVL","Cold Water (Remixes)","2016-09-09","EDM BANGERS<U+0001F525><U+0001F387>","7BPQ05jTTWPB3BYss1ezp5","music","edm",0.581,0.908,9,-4.494,1,0.0371,0.00693,0.00432,0.074,0.466,149.995,190707
"425","3RQMCAfUMzRCSW93LCRiJy","Leave A Little Love","Alesso",64,"7b6PW07JgJwP6ONZo0ipbS","Leave A Little Love","2021-02-26","Euphoria EDM","37i9dQZF1DWZ5Se2LB1C5h","music","edm",0.671,0.855,7,-4.254,0,0.0375,0.00437,0,0.131,0.329,117.98,187029
"376","3zmySiBrjkMtbbtKSff2Pd","Lust","Lil Skies",46,"1OJ1yjbMehruguD0h0b9yR","Lust","2017-12-13","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,156000
"88","1ioaV68BICIiSHpcqSUVHR","You Know","Funk Flex",57,"2m365CPlTymuHRiQPqbTE6","You Know","2021-04-23","Rap Workout","37i9dQZF1DX76t638V6CA8","music","rap",0.891,0.585,0,-6.122,0,0.131,0.0752,0,0.134,0.24,125.024,111387
"154","7rvyVWja33WG9R97oeJAjx","Envy Me","Calboy",71,"6gH6TAkytLzyXYiTbJQL0O","Wildboy","2019-05-31","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,120133
"393","727Ya71RqL4oMkSLly18sA","You Know","NAV",43,"6VFETcEfjilkAng073KLt9","Perfect Timing","2017-07-21","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.858,0.348,10,-11.152,1,0.241,0.0681,0,0.0938,0.109,120.997,209347
"341","5qbcsZMwL0x46sX7VO37Ye","Up","NAV",60,"4JR29CNW14Zc4Z5vflxkoJ","NAV","2017-02-24","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.66,0.491,8,-6.645,0,0.101,0.0338,0,0.101,0.376,154.132,199520
"127","4XdIgR5OMSp0MvFMw043TU","Virus","Yola Ktwo",33,"6Ydc8QIIDzFEkiKBcMMrN0","Matte Black","2021-06-15","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.775,0.627,5,-8.06,0,0.0657,0.00992,0,0.0939,0.781,124.946,298096
"121","3QTHaV6RKVfQRFVBnqwg4b","Freestyle","Blockstar Mixey",41,"6PMT9xrDDpozQ4wBI84YPr","Freestyle","2021-07-15","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.832,0.642,1,-9.244,1,0.444,0.0158,0,0.0496,0.894,137.197,84171
"19","2BITQ360Knh6qNAOqR7Dyq","Miss The Rage (feat. Playboi Carti)","Trippie Redd",85,"1FsFHXroF1ILBdVyBRMt3A","Miss The Rage (feat. Playboi Carti)","2021-05-07","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","music","rap",0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005,236883
"401","5KWwD9LzZa6ruNYGNqAqoN","Ball Is Life (feat. Jack Harlow)","Swae Lee",59,"42WcUIaTj6ggCHj6bNelpB","Madden NFL 22 Soundtrack","2021-08-13","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","music","rap",0.79,0.606,10,-5.69,1,0.228,0.114,0,0.127,0.288,136.005,323319
"279","18vXApRmJSgQ6wG2ll9AOg","RAPSTAR","Polo G",80,"7KSf6p0G0mZd7j60etVTwT","Hall of Fame","2021-06-11","Hip Hop Mix","37i9dQZF1EQnqst5TRi17F","music","rap",0.789,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039,165926
"1011","3ONOaL3DHvKOgNH9Fif8Ms","Drop The Top","Reggie Mills",48,"6GjbgEXt6CIfPYMReYKdAI","Drop The Top","2020-05-08","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.657,0.605,9,-7.936,0,0.137,0.517,0,0.142,0.26,140.062,123429
"403","2jJqx7SPGBonJGSHMejEXP","Car Sick (feat. NAV & Metro Boomin)","Gunna",0,"6caD9fY0HMXWCqg8uWL2vs","Drip Season 3","2018-02-02","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.859,0.573,7,-6.24,1,0.387,0.101,0,0.0922,0.4,150.003,219817
"27","26BMsCXJpD7eYtP7ufhApC","Outside (Better Days)","Blueface",80,"1DJ4bBATfVNTZ3Y0JlX9oi","Outside (Better Days)","2021-06-02","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","music","rap",0.67,0.424,9,-14.297,0,0.292,0.333,0,0.112,0.743,77.685,148715
"158","1n8wr8tRHs5jmBxNWXedcn","Bands (feat. OhGeesy, Fenix Flexin & Master Kato)","Shoreline Mafia",69,"2rSKi2QJ6v22f464Uq3ose","Shoreline Mafia Presents Rob Vicious: Traplantic","2018-07-13","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.9,0.385,1,-12.189,0,0.435,0.371,0,0.142,0.488,99.964,174336
"240","6n4U3TlzUGhdSFbUUhTvLP","Walk It Talk It","Migos",75,"7fd7SEK25VS3gJAUgSwL6y","Culture II","2018-01-26","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147
"4","27NovPIUIRrOZoCHxABJwK","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",96,"622NFw5Yk0OReMJ2XWcXUh","INDUSTRY BABY (feat. Jack Harlow)","2021-07-23","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","music","rap",0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,212000
"269","4vaxvNDaLSoD36iZX515ug","Betrayed","Lil Xan",71,"2wmmYoAC48iNSTdU5Iwg6H","TOTAL XANARCHY","2018-04-06","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,187173
"200","09DK3vsYEFOP2JoiGsnJkF","Gettin Paid","Butla Jones",28,"2s3XeTOGYRbuTDX77B90Pw","Gettin Paid","2021-03-30","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.784,0.507,7,-9.465,1,0.288,0.0557,1.9e-06,0.289,0.664,74.628,132053
"400","694J4C7mBU2dWxQBphFslt","Buttcheeks","6 Dogs",52,"5gWNF8OJ7xsHWzqoeSQZx0","Buttcheeks","2018-01-26","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.709,0.362,11,-13.556,1,0.249,0.165,0.000132,0.107,0.455,146.023,187681
"205","1wHZx0LgzFHyeIZkUydNXq","Antidote","Travis Scott",74,"4PWBTB6NYSKQwfo79I3prg","Rodeo (Expanded Edition)","2015-09-04","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693
"2271","3NJG6vMH1ZsectZkocMEm0","Tiimmy Turner","Desiigner",69,"7zf9kyxc3ZhJv79HrjTRir","Tiimmy Turner","2016-07-22","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.603,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,239853
